location,coordinate,pinyin
"['小琉球', '旭日亭', '大福漁港']","[(120.37135216778387, 22.338764599999998), (120.3818656, 22.3401166), (120.3742458, 22.3347385)]","['xiao_liu_qiu', 'xu_ri_ting', 'da_fu_yu_gang']"
"['陽明山', '面天山']","[(121.549104, 25.15273), (121.5051299, 25.1742951)]","['yang_ming_shan', 'mian_tian_shan']"
"['鶯歌', '水里']","[(121.3553523, 24.9545992), (120.8532773, 23.8185042)]","['ying_ge', 'shui_li']"
"['梅山', '太平雲梯', '茶園步道']","[(120.8255827, 23.2738598), (120.5977992, 23.5586479), (121.3128977, 24.3601941)]","['mei_shan', 'tai_ping_yun_ti', 'cha_yuan_bu_dao']"
"['谷關', '波津加山', '稍來山']","[(121.0050874, 24.2027055), (121.011407, 24.2285121), (120.9715651, 24.2375461)]","['gu_guan', 'bo_jin_jia_shan', 'shao_lai_shan']"
"['苑裡', '通宵']","[(120.6512083, 24.443494), (120.6782956, 24.491824)]","['yuan_li', 'tong_xiao']"
"['聖人橋', '風櫃']","[(121.5881726, 25.1246839), (119.5454887, 23.5400821)]","['sheng_ren_qiao', 'feng_gui']"
"['新化', '虎頭埤風景區']","[(120.8575, 22.381111), (120.3410375057872, 23.02981915)]","['xin_hua', 'hu_tou_pi_feng_jing_qu']"
"['豐濱', '瑞穗']","[(121.5221082, 23.59857), (121.3765669, 23.497742)]","['feng_bin', 'rui_sui']"
"['故宮', '陽明山', '擎天崗']","[(121.54886232127947, 25.10157435), (121.549104, 25.15273), (121.573952, 25.167384)]","['gu_gong', 'yang_ming_shan', 'qing_tian_gang']"
"['玉山', '日月潭']","[(120.9572739, 23.4699871), (120.92860700524224, 23.8523282)]","['yu_shan', 'ri_yue_tan']"
"['鹽水', '月津港']","[(120.770978, 23.841825), (120.2980547, 22.6019894)]","['yan_shui', 'yue_jin_gang']"
"['福隆', '大里天公廟', '桃源谷大草原', '大溪火車站']","[(121.9445761, 25.015692), (121.9254111, 24.9697246), (121.17987819660598, 24.9265361), (121.8889037, 24.937426)]","['fu_long', 'da_li_tian_gong_miao', 'tao_yuan_gu_da_cao_yuan', 'da_xi_huo_che_zhan']"
"['白河', '關子嶺']","[(120.4158132, 23.3470452), (120.5030966, 23.3359971)]","['bai_he', 'guan_zi_ling']"
"['柳營', '關子嶺', '林鳳營']","[(120.3225151, 23.2774311), (120.5030966, 23.3359971), (120.3211313, 23.2425904)]","['liu_ying', 'guan_zi_ling', 'lin_feng_ying']"
"['武陵農場', '北車 (台北車站)']","[(121.3090878, 24.3506171), (121.5174745, 25.0462432)]","['wu_ling_nong_chang', 'bei_che_ (_tai_bei_che_zhan_)']"
"['泰山區', '辭修公園']","[(121.4308111, 25.058864), (121.42746481799725, 25.0572776)]","['tai_shan_qu', 'ci_xiu_gong_yuan']"
"['奎壁山', '南寮古厝', '吉貝島', '蛇頭山', '風櫃洞']","[(119.6711631, 23.6002068), (119.6707021, 23.5847884), (120.305078, 22.6588239), (120.6955598, 22.9071424), (119.5437544, 23.5376636)]","['kui_bi_shan', 'nan_liao_gu_cuo', 'ji_bei_dao', 'she_tou_shan', 'feng_gui_dong']"
"['六龜區', '美濃']","[(120.633418, 22.997914), (121.0928033, 22.8363731)]","['liu_gui_qu', 'mei_nong']"
"['番路鄉', '竹崎鄉']","[(120.555, 23.465348), (120.5507086, 23.5227654)]","['fan_lu_xiang', 'zhu_qi_xiang']"
"['澎湖', '奎壁山']","[(119.5664543, 23.569694), (119.6711631, 23.6002068)]","['peng_hu', 'kui_bi_shan']"
"['番路', '八掌溪']","[(120.567855, 23.4644563), (120.4053457, 23.4105083)]","['fan_lu', 'ba_zhang_xi']"
"['高樹鄉', '三地門鄉']","[(120.600214, 22.826789), (120.6817924, 22.7884076)]","['gao_shu_xiang', 'san_di_men_xiang']"
"['茄萣', '湖內', '路竹']","[(120.183889, 22.900278), (120.369167, 22.775), (120.2666339, 22.8538605)]","['jia_ding', 'hu_nei', 'lu_zhu']"
"['審計新村', '宮原眼科', '台中州廳']","[(120.66128551642427, 24.14329405), (120.6835697, 24.1378509), (120.6779064260445, 24.1379685)]","['shen_ji_xin_cun', 'gong_yuan_yan_ke', 'tai_zhong_zhou_ting']"
"['新化', '虎頭埤']","[(120.8575, 22.381111), (121.74784437974677, 24.8140642)]","['xin_hua', 'hu_tou_pi']"
"['七股', '七股鹽山', '國聖燈塔']","[(120.7307, 23.9644), (120.10167492333416, 23.155971), (120.036, 23.1007222)]","['qi_gu', 'qi_gu_yan_shan', 'guo_sheng_deng_ta']"
"['台南運河', '中國城', '全美戲院', '正興街']","[(120.18975540024317, 22.9891639), (121.23459767526805, 25.079317449999998), (120.20144625686126, 22.995206600000003), (120.6825242, 23.9631804)]","['tai_nan_yun_he', 'zhong_guo_cheng', 'quan_mei_xi_yuan', 'zheng_xing_jie']"
"['南化', '龍崎', '左鎮', '玉井', '白河']","[(120.4785727, 23.0435367), (120.3602133, 22.9647939), (120.4075008, 23.0583523), (120.4158132, 23.3470452), (120.4158132, 23.3470452)]","['nan_hua', 'long_qi', 'zuo_zhen', 'yu_jing', 'bai_he']"
"['塔山', '石槕']","[(120.43580944682606, 23.5322176), (120.7571748, 23.4621499)]","['ta_shan', 'shi_zhuo']"
"['台東濱海公園', '台東森林公園', '琵琶湖']","[(120.9078363172986, 22.358865350000002), (121.15875502868442, 22.7663132), (121.16552362185948, 22.7581747)]","['tai_dong_bin_hai_gong_yuan', 'tai_dong_sen_lin_gong_yuan', 'pi_pa_hu']"
"['太麻里', '金崙']","[(121.004692, 22.6189626), (120.967496, 22.5313295)]","['tai_ma_li', 'jin_lun']"
"['中西區', '普濟殿', '國華街']","[(120.2059575, 22.9921516), (120.19919333485072, 22.99881605), (120.9703106, 24.8168329)]","['zhong_xi_qu', 'pu_ji_dian', 'guo_hua_jie']"
"['桃山', '喀拉業山']","[(121.3048926, 24.4326351), (121.321218, 24.4497761)]","['tao_shan', 'ka_la_ye_shan']"
"['澎湖', '西嶼島', '小門嶼', '馬公市']","[(119.5664543, 23.569694), (121.7802308, 25.1106886), (119.52065260500507, 23.6517694), (119.5784885, 23.5663766)]","['peng_hu', 'xi_yu_dao', 'xiao_men_yu', 'ma_gong_shi']"
"['大直', '內湖']","[(121.5474402, 25.0798652), (121.5944358, 25.0837198)]","['da_zhi', 'nei_hu']"
"['泰武', '萬安']","[(119.634228, 23.5713897), (121.219167, 23.093611)]","['tai_wu', 'wan_an']"
"['大安區', '花博公園', '圓山']","[(121.534395, 25.0265152), (121.5206862, 25.0683835), (121.5201361, 25.0714175)]","['da_an_qu', 'hua_bo_gong_yuan', 'yuan_shan']"
"['八德', '霄裡', '浮覓']","[(120.5605155, 23.713954), (121.2648275, 24.9349673), (120.6272853, 23.7545475)]","['ba_de', 'xiao_li', 'fu_mi']"
"['岡山', '橋頭糖廠', '航空教育展示館', '蚵仔寮漁港']","[(120.3004673, 22.7923148), (120.3145546, 22.7535555), (120.26946458003486, 22.79388225), (120.2543586433324, 22.726225200000002)]","['gang_shan', 'qiao_tou_tang_chang', 'hang_kong_jiao_yu_zhan_shi_guan', 'he_zai_liao_yu_gang']"
"['白河', '楠西', '東山', '南化']","[(120.4158132, 23.3470452), (120.48691724798192, 23.17664495), (120.9651927, 23.4707431), (120.4785727, 23.0435367)]","['bai_he', 'nan_xi', 'dong_shan', 'nan_hua']"
"['東港華僑市場', '白沙灣']","[(120.44360979763432, 22.4682286), (121.5203847, 25.2826694)]","['dong_gang_hua_qiao_shi_chang', 'bai_sha_wan']"
"['台中沙鹿', '彰化鹿港', '彰化田尾']","[(120.5697329204612, 24.25781435), (120.3901127923277, 24.072098699999998), (120.50861741553362, 23.90197185)]","['tai_zhong_sha_lu', 'zhang_hua_lu_gang', 'zhang_hua_tian_wei']"
"['合歡山', '石門山', '小奇萊步道']","[(121.2711773, 24.1426431), (121.284592, 24.152385), (121.2956174, 24.1321888)]","['he_huan_shan', 'shi_men_shan', 'xiao_qi_lai_bu_dao']"
"['西門町', '北門站']","[(121.5071938, 25.0434703), (121.50684147066644, 25.039989900000002)]","['xi_men_ting', 'bei_men_zhan']"
"['大安區', '和平東路', '捷運麟光站']","[(121.534395, 25.0265152), (120.9762545, 23.9722561), (121.55870234434636, 25.018499)]","['da_an_qu', 'he_ping_dong_lu', 'jie_yun_lin_guang_zhan']"
"['新市', '南科考古館', '國立臺灣史前文化博物館']","[(120.2897296, 23.0682058), (120.2835895, 23.10099275), (121.0917381234238, 22.7597066)]","['xin_shi', 'nan_ke_kao_gu_guan', 'guo_li_tai_wan_shi_qian_wen_hua_bo_wu_guan']"
"['梓官', '蚵仔寮']","[(120.2671831, 22.759748), (120.2504983, 22.7310354)]","['zi_guan', 'he_zai_liao']"
"['北門', '北門嶼基督教會']","[(120.4546634665902, 23.487623499999998), (120.180182, 23.2340991)]","['bei_men', 'bei_men_yu_ji_du_jiao_hui']"
"['愛河灣', '高雄流行音']","[(120.2904299, 22.6172793), (120.29211890690917, 22.6183197)]","['ai_he_wan', 'gao_xiong_liu_xing_yin']"
"['海科館', '大坪海岸', '望幽谷']","[(121.8000258, 25.1373912), (121.7943699, 25.1469968), (121.7981929272485, 25.14589135)]","['hai_ke_guan', 'da_ping_hai_an', 'wang_you_gu']"
"['高美濕地', '高美燈塔']","[(120.5472332, 24.2993023), (120.5511361, 24.3126305)]","['gao_mei_shi_di', 'gao_mei_deng_ta']"
"['新店', '貓空', '指南宮']","[(121.5375868, 24.9580731), (121.5868162, 24.9673472), (121.58679072786259, 24.97985505)]","['xin_dian', 'mao_kong', 'zhi_nan_gong']"
"['新市', '佳里', '七股', '安南']","[(120.2897296, 23.0682058), (121.6072276, 24.0204842), (120.7307, 23.9644), (120.2525, 23.703611)]","['xin_shi', 'jia_li', 'qi_gu', 'an_nan']"
"['玉里', '瑞穗']","[(121.3115556, 23.3315585), (121.3765669, 23.497742)]","['yu_li', 'rui_sui']"
"['綠島', '南寮漁港', '朝日溫泉']","[(121.49089601107625, 22.6562977), (121.4746335, 22.6588644), (121.504017, 22.6370781)]","['lv_dao', 'nan_liao_yu_gang', 'zhao_ri_wen_quan']"
"['清境農場', '仁愛鄉']","[(121.1626901, 24.0585242), (121.133543, 24.024429)]","['qing_jing_nong_chang', 'ren_ai_xiang']"
"['獅潭', '公館']","[(120.843179, 24.596033), (121.534264, 25.0149166)]","['shi_tan', 'gong_guan']"
"['集集車站', '新社花海']","[(120.78485726931915, 23.82649695), (120.81173454686461, 24.20242525)]","['ji_ji_che_zhan', 'xin_she_hua_hai']"
"['蘆竹', '坑口']","[(121.2660003, 25.0494754), (121.2663561, 25.0864909)]","['lu_zhu', 'keng_kou']"
"['板橋車站', '萬坪公園']","[(121.4628622, 25.0157241), (121.4605615, 25.0133405)]","['ban_qiao_che_zhan', 'wan_ping_gong_yuan']"
"['太保', '朴子']","[(120.3310445, 23.4539997), (120.2469615, 23.464327)]","['tai_bao', 'pu_zi']"
"['鼓山區', '內惟埤', '內惟埤文化園區']","[(120.281154, 22.636797), (120.28652510478841, 22.6581498), (120.2853695903672, 22.658613600000002)]","['gu_shan_qu', 'nei_wei_pi', 'nei_wei_pi_wen_hua_yuan_qu']"
"['深坑區', '大崎嶺步道', '炮子崙']","[(121.61567, 25.002329), (121.6135526, 24.9900479), (121.604884, 24.985576)]","['shen_keng_qu', 'da_qi_ling_bu_dao', 'pao_zi_lun']"
"['嘉義公園', '北迴歸線太陽館']","[(120.46623907300605, 23.4820729), (120.41645995989388, 23.45338245)]","['jia_yi_gong_yuan', 'bei_hui_gui_xian_tai_yang_guan']"
"['合歡山', '松雪樓', '武嶺']","[(121.2711773, 24.1426431), (121.2846664, 24.1422966), (121.2755614, 24.1372833)]","['he_huan_shan', 'song_xue_lou', 'wu_ling']"
"['福隆', '澳底']","[(121.9445761, 25.015692), (121.925186, 25.0559706)]","['fu_long', 'ao_di']"
"['赤崁樓', '奇美博物館', '林百貨']","[(120.20266682518903, 22.9972632), (120.22646204171747, 22.934458900000003), (120.20252667102959, 22.9917101)]","['chi_kan_lou', 'qi_mei_bo_wu_guan', 'lin_bai_huo']"
"['七股', '頂山']","[(120.7307, 23.9644), (120.76511, 24.29459)]","['qi_gu', 'ding_shan']"
"['基隆塔', '基隆燈塔']","[(121.7469512, 25.1328978), (121.74763172819132, 25.155320250000003)]","['ji_long_ta', 'ji_long_deng_ta']"
"['七股鹽山', '台江學園']","[(120.10167492333416, 23.155971), (121.52845818421744, 25.030957649999998)]","['qi_gu_yan_shan', 'tai_jiang_xue_yuan']"
"['八德', '霄裡']","[(120.5605155, 23.713954), (121.2648275, 24.9349673)]","['ba_de', 'xiao_li']"
"['曾文水庫', '大凍山']","[(120.56518273488392, 23.2767453), (120.7193826, 23.4977793)]","['ceng_wen_shui_ku', 'da_dong_shan']"
"['北橫', '拉拉山']","[(121.434113, 24.730383), (121.37832571835088, 24.67404155)]","['bei_heng', 'la_la_shan']"
"['新莊', '新莊路', '碧江街', '景德路']","[(121.4533378, 25.0364041), (120.24214, 23.6435283), (121.4510005, 25.0328306), (121.4499034, 25.0340381)]","['xin_zhuang', 'xin_zhuang_lu', 'bi_jiang_jie', 'jing_de_lu']"
"['南屯', '彩虹眷村']","[(120.6466919, 24.1405491), (120.6102352, 24.1340849)]","['nan_tun', 'cai_hong_juan_cun']"
"['中山區', '花博公園(圓山園區)', '圓山遺址']","[(121.533468, 25.0643611), (121.52182943294453, 25.0713763), (121.5211822723862, 25.07398915)]","['zhong_shan_qu', 'hua_bo_gong_yuan_(_yuan_shan_yuan_qu_)', 'yuan_shan_yi_zhi']"
"['東山', '崁頭山']","[(120.9651927, 23.4707431), (120.5046351, 23.2662141)]","['dong_shan', 'kan_tou_shan']"
"['竹北', '鳳崎落日步道']","[(121.0092345, 24.8391734), (120.9646918, 24.8754005)]","['zhu_bei', 'feng_qi_luo_ri_bu_dao']"
"['八斗子車站', '深澳車站']","[(121.8019487, 25.1365033), (121.81441816376827, 25.12914595)]","['ba_dou_zi_che_zhan', 'shen_ao_che_zhan']"
"['永和', '韓國街(中興街)', '竹林路']","[(120.926686, 24.640232), (121.5174892, 25.0118528), (121.4626591, 25.1437101)]","['yong_he', 'han_guo_jie_(_zhong_xing_jie_)', 'zhu_lin_lu']"
"['鹿港', '安平']","[(120.4336878, 24.0594636), (120.1627908, 23.001015)]","['lu_gang', 'an_ping']"
"['軍歌館', '勝利新村']","[(121.4181132, 24.9778787), (120.2928953, 22.6777385)]","['jun_ge_guan', 'sheng_li_xin_cun']"
"['瑪家', '隘寮南溪']","[(120.686962, 22.67585), (120.734544, 22.6846478)]","['ma_jia', 'ai_liao_nan_xi']"
"['小琉球', '中澳沙灘']","[(120.37135216778387, 22.338764599999998), (120.38873405450282, 22.349803549999997)]","['xiao_liu_qiu', 'zhong_ao_sha_tan']"
"['加路蘭', '東河包子', '阿美族民俗中心', '都歷遊客中心', '水往上流', '鐵花村']","[(121.1875371, 22.8107754), (121.3048416, 22.969026), (121.32456230743686, 23.0191527), (121.3246069, 23.0195342), (121.2184257, 22.8682665), (121.14666857811699, 22.75210395)]","['jia_lu_lan', 'dong_he_bao_zi', 'a_mei_zu_min_su_zhong_xin', 'dou_li_you_ke_zhong_xin', 'shui_wang_shang_liu', 'tie_hua_cun']"
"['新店區', '碧潭']","[(121.5419418, 24.9673935), (121.5376991, 24.9580443)]","['xin_dian_qu', 'bi_tan']"
"['青埔', '福爾摩沙', '雨林']","[(120.3177237, 22.7444067), (120.83537694479215, 23.5983227), (121.5341286, 24.4949179)]","['qing_pu', 'fu_er_mo_sha', 'yu_lin']"
"['冬山鄉', '新寮溪', '仁山植物園']","[(121.79228, 24.634514), (121.7931373, 25.0622184), (121.75821258996382, 24.624527)]","['dong_shan_xiang', 'xin_liao_xi', 'ren_shan_zhi_wu_yuan']"
"['南區', '安平', '安南', '將軍', '北門']","[(120.6636082, 24.1170787), (120.1627908, 23.001015), (120.2525, 23.703611), (120.1381823, 23.2164647), (120.4546634665902, 23.487623499999998)]","['nan_qu', 'an_ping', 'an_nan', 'jiang_jun', 'bei_men']"
"['麻豆', '葫蘆埤', '柳營']","[(120.2682529, 23.1932242), (120.3066213623338, 23.19142635), (120.3225151, 23.2774311)]","['ma_dou', 'hu_lu_pi', 'liu_ying']"
"['澎湖', '馬公市']","[(119.5664543, 23.569694), (119.5784885, 23.5663766)]","['peng_hu', 'ma_gong_shi']"
"['南庄', '加里山']","[(120.4775674, 23.0433447), (121.0124, 24.5108031)]","['nan_zhuang', 'jia_li_shan']"
"['旗山區', '鼓山']","[(120.48355, 22.888491), (120.2810699, 22.642047)]","['qi_shan_qu', 'gu_shan']"
"['三義', '銅鑼']","[(120.7742376, 24.4205666), (120.7860071, 24.4863255)]","['san_yi', 'tong_luo']"
"['鼓山區', '柴山']","[(120.281154, 22.636797), (120.26232839339963, 22.64639755)]","['gu_shan_qu', 'chai_shan']"
"['三灣落羽松', '三灣鄉', '台三線']","[(120.9603594, 24.6238209), (120.95645, 24.6530667), (120.4691202, 23.0029164)]","['san_wan_luo_yu_song', 'san_wan_xiang', 'tai_san_xian']"
"['三峽', '大熊櫻花林']","[(121.3754354, 24.9364004), (121.45917577251055, 24.8845653)]","['san_xia', 'da_xiong_ying_hua_lin']"
"['和平', '武陵農場']","[(121.350369, 23.075546), (121.3090878, 24.3506171)]","['he_ping', 'wu_ling_nong_chang']"
"['新市', '善化']","[(120.2897296, 23.0682058), (120.3066223, 23.1330374)]","['xin_shi', 'shan_hua']"
"['美濃區', '美濃湖']","[(120.5415297, 22.8978804), (120.55421156322936, 22.907769950000002)]","['mei_nong_qu', 'mei_nong_hu']"
"['開山路', '四鯤鯓海景天橋']","[(120.207331, 22.9894048), (120.1683427, 22.9610626)]","['kai_shan_lu', 'si_kun_shen_hai_jing_tian_qiao']"
"['草嶺', '古坑']","[(121.928611, 24.972778), (120.5619036, 23.6453878)]","['cao_ling', 'gu_keng']"
"['玉山北峰', '排雲山莊']","[(120.9594971, 23.4875704), (120.9498460797619, 23.466464600000002)]","['yu_shan_bei_feng', 'pai_yun_shan_zhuang']"
"['安平老街', '安平郵局', '古堡街', '石門國小']","[(120.16240045260612, 23.0006699), (120.15623291261667, 23.00250535), (120.1615701, 22.9994757), (121.56673304971964, 25.292393699999998)]","['an_ping_lao_jie', 'an_ping_you_ju', 'gu_bao_jie', 'shi_men_guo_xiao']"
"['臺東森林公園', '琵琶湖']","[(121.15875502868442, 22.7663132), (121.16552362185948, 22.7581747)]","['tai_dong_sen_lin_gong_yuan', 'pi_pa_hu']"
"['泰安鄉', '大湖']","[(120.9077, 24.4474833), (121.696565, 24.74513)]","['tai_an_xiang', 'da_hu']"
"['車城', '恆春', '墾丁']","[(120.8659221, 23.8324779), (120.75851426778549, 21.96860085), (120.800278, 21.945278)]","['che_cheng', 'heng_chun', 'ken_ding']"
"['秀林鄉', '銅門村']","[(121.6260891, 24.1201557), (121.4935833, 23.9670167)]","['xiu_lin_xiang', 'tong_men_cun']"
"['日月潭', '貓(口蘭)山']","[(120.92860700524224, 23.8523282), (120.9605944, 24.1767503)]","['ri_yue_tan', 'mao_(_kou_lan_)_shan']"
"['南澳', '澳花瀑布']","[(121.8013418, 24.463079), (121.7382253, 24.3530741)]","['nan_ao', 'ao_hua_pu_bu']"
"['南化', '關山']","[(120.4785727, 23.0435367), (121.1644987, 23.0456036)]","['nan_hua', 'guan_shan']"
"['福隆海水浴場', '外木山海岸', '太平山', '永鎮海濱公園']","[(121.94275492628249, 25.022245400000003), (121.7232852, 25.1642521), (121.2351337, 24.8114086), (121.81675832110588, 24.773905749999997)]","['fu_long_hai_shui_yu_chang', 'wai_mu_shan_hai_an', 'tai_ping_shan', 'yong_zhen_hai_bin_gong_yuan']"
"['金瓜石', '基隆山', '陰陽海', '十三層遺址（水楠洞：選煉廠）', '勸濟堂']","[(121.8560784, 25.108391), (121.8492141, 25.1189121), (121.8641632, 25.1227032), (121.86371214020994, 25.1201534), (121.8594874, 25.1108039)]","['jin_gua_shi', 'ji_long_shan', 'yin_yang_hai', 'shi_san_ceng_yi_zhi_（_shui_nan_dong_：_xuan_lian_chang_）', 'quan_ji_tang']"
"['後龍', '好望角', '海角樂園', '過港貝化石層']","[(120.7872242, 24.6162489), (120.7268495, 23.6011475), (120.72768065482637, 24.6081039), (120.7302974, 24.6048479)]","['hou_long', 'hao_wang_jiao', 'hai_jiao_le_yuan', 'guo_gang_bei_hua_shi_ceng']"
"['瑪家', '旗鹽山']","[(120.686962, 22.67585), (120.7318705, 22.6718719)]","['ma_jia', 'qi_yan_shan']"
"['健康綠洲公園', '運河河畔', '臺灣船']","[(120.18369796151298, 22.98320185), (121.4485617319846, 25.030988), (120.15645073132299, 22.99201995)]","['jian_kang_lv_zhou_gong_yuan', 'yun_he_he_pan', 'tai_wan_chuan']"
"['北投', '貴子坑', '新北投']","[(121.4985934, 25.1319307), (121.4239905, 25.039207), (121.5031693, 25.1369644)]","['bei_tou', 'gui_zi_keng', 'xin_bei_tou']"
"['三重', '鴨鴨公園']","[(121.4854308, 25.0559038), (121.5365538, 25.0030671)]","['san_chong', 'ya_ya_gong_yuan']"
"['大溪', '武德殿']","[(121.8897414, 24.9384749), (120.20343975744008, 22.99059015)]","['da_xi', 'wu_de_dian']"
"['新店', '碧潭']","[(121.5375868, 24.9580731), (121.5376991, 24.9580443)]","['xin_dian', 'bi_tan']"
"['北門', '井仔腳瓦盤鹽田', '鹽鄉民宿餐廳']","[(120.4546634665902, 23.487623499999998), (120.1081998, 23.2592284), (120.1105165, 23.2605716)]","['bei_men', 'jing_zai_jiao_wa_pan_yan_tian', 'yan_xiang_min_su_can_ting']"
"['崇德', '鳳林']","[(120.381389, 22.877778), (121.4467128, 23.746295)]","['chong_de', 'feng_lin']"
"['溪頭', '大學池']","[(120.7936419, 23.6776488), (120.69515493307185, 23.9802555)]","['xi_tou', 'da_xue_chi']"
"['鶯歌', '大溪']","[(121.3553523, 24.9545992), (121.8897414, 24.9384749)]","['ying_ge', 'da_xi']"
"['泰安', '大安溪']","[(120.7492097, 24.3225724), (120.961884, 24.3798204)]","['tai_an', 'da_an_xi']"
"['鹽水區', '後壁區', '西港區', '中西區']","[(120.266398, 23.319828), (120.362726, 23.366721), (120.202119, 23.1228766), (120.2059575, 22.9921516)]","['yan_shui_qu', 'hou_bi_qu', 'xi_gang_qu', 'zhong_xi_qu']"
"['竹圍漁港', '中壢']","[(121.24201389186551, 25.117450249999997), (121.2261602, 24.9533168)]","['zhu_wei_yu_gang', 'zhong_li']"
"['基隆嶼', '碧砂漁港 (八斗']","[(121.78592003050898, 25.192294150000002), (121.78645263884954, 25.14672645)]","['ji_long_yu', 'bi_sha_yu_gang_ (_ba_dou']"
"['東門夜市', '幾米廣場', '宜蘭火車站']","[(121.6113111524786, 23.9725428), (120.9709350012983, 24.8024338), (121.7561612, 24.7550034)]","['dong_men_ye_shi', 'ji_mi_guang_chang', 'yi_lan_huo_che_zhan']"
"['南化', '內門']","[(120.4785727, 23.0435367), (120.4635416, 22.9450437)]","['nan_hua', 'nei_men']"
"['陽明山', '竹子湖', '北投區']","[(121.549104, 25.15273), (121.5349853, 25.1716533), (121.501379, 25.132419)]","['yang_ming_shan', 'zhu_zi_hu', 'bei_tou_qu']"
"['潮州', '枋寮']","[(120.5360618, 22.5499793), (120.5952894, 22.3682489)]","['chao_zhou', 'fang_liao']"
"['西嶼鄉', '外垵漁港', '湖西鄉']","[(119.5075417, 23.6014095), (119.48010838018459, 23.56274155), (119.652732, 23.5838448)]","['xi_yu_xiang', 'wai_an_yu_gang', 'hu_xi_xiang']"
"['西巒大山', '郡大山', '水里']","[(120.9472206, 23.694012), (120.9626009, 23.5773691), (120.8532773, 23.8185042)]","['xi_luan_da_shan', 'jun_da_shan', 'shui_li']"
"['新城', '崇德']","[(121.6407022, 24.1280488), (120.381389, 22.877778)]","['xin_cheng', 'chong_de']"
"['小港', '義大世界']","[(120.3538755, 22.5645135), (120.4075095, 22.7299803)]","['xiao_gang', 'yi_da_shi_jie']"
"['桃園火車站', '南崁溪']","[(121.3140336, 24.9884133), (121.2942212, 25.039335)]","['tao_yuan_huo_che_zhan', 'nan_kan_xi']"
"['花蓮火車站', '七星潭']","[(121.6032578, 23.9930786), (121.632257, 24.025843)]","['hua_lian_huo_che_zhan', 'qi_xing_tan']"
"['淡水', '天元宮', '後山', '聚元三聖殿']","[(121.4531477, 25.1813044), (120.4738631, 23.4887454), (121.5585764, 25.1845694), (121.48841233384616, 25.1846914)]","['dan_shui', 'tian_yuan_gong', 'hou_shan', 'ju_yuan_san_sheng_dian']"
"['太麻里', '金崙']","[(121.004692, 22.6189626), (120.967496, 22.5313295)]","['tai_ma_li', 'jin_lun']"
"['萬里', '基隆嶼']","[(120.480833, 22.9), (121.78592003050898, 25.192294150000002)]","['wan_li', 'ji_long_yu']"
"['礁溪', '五峰旗山']","[(121.7754851, 24.826803), (121.13041272284474, 24.50483025)]","['jiao_xi', 'wu_feng_qi_shan']"
"['日月潭', '鹿篙咖啡莊園']","[(120.92860700524224, 23.8523282), (120.9421245, 23.9165571)]","['ri_yue_tan', 'lu_gao_ka_fei_zhuang_yuan']"
"['樟原長老教會', '長濱鄉']","[(121.4830872, 23.4164772), (121.4515154, 23.3149993)]","['zhang_yuan_zhang_lao_jiao_hui', 'zhang_bin_xiang']"
"['左營區', '蓮池潭風景區', '龍虎塔']","[(120.2947945, 22.6905014), (120.2970416, 22.6786461), (120.2923758, 22.6805069)]","['zuo_ying_qu', 'lian_chi_tan_feng_jing_qu', 'long_hu_ta']"
"['綠島', '南寮漁港', '石朗']","[(121.49089601107625, 22.6562977), (121.4746335, 22.6588644), (121.47475994768908, 22.6552469)]","['lv_dao', 'nan_liao_yu_gang', 'shi_lang']"
"['新店', '小碧潭']","[(121.5375868, 24.9580731), (121.5305976, 24.9717591)]","['xin_dian', 'xiao_bi_tan']"
"['北投', '烏來']","[(121.4985934, 25.1319307), (121.5512547, 24.8639758)]","['bei_tou', 'wu_lai']"
"['日月潭', '伊達邵', '水社碼頭', '玄光寺']","[(120.92860700524224, 23.8523282), (120.9336779, 23.8471039), (120.9119464, 23.8643912), (120.9136523042333, 23.852100200000002)]","['ri_yue_tan', 'yi_da_shao', 'shui_she_ma_tou', 'xuan_guang_si']"
"['台江國家公園', '八田與一紀念園區', '烏山頭水庫']","[(119.91677982332797, 23.096362), (120.36499979599732, 23.21434215), (120.3843401414163, 23.20816405)]","['tai_jiang_guo_jia_gong_yuan', 'ba_tian_yu_yi_ji_nian_yuan_qu', 'wu_shan_tou_shui_ku']"
"['曾文水庫', '觸口村']","[(120.56518273488392, 23.2767453), (120.60055457822388, 23.439024250000003)]","['ceng_wen_shui_ku', 'chu_kou_cun']"
"['三星 (長埤湖)', '冬山 (梅花湖)', '員山']","[(121.61235211149817, 24.64545965), (121.73296048430504, 24.64315655), (121.0013651, 24.8833249)]","['san_xing_ (_zhang_pi_hu_)', 'dong_shan_ (_mei_hua_hu_)', 'yuan_shan']"
"['果貿社區', '衛武營']","[(120.28797555212434, 22.67004155), (120.3407993, 22.6251886)]","['guo_mao_she_qu', 'wei_wu_ying']"
"['蘭嶼', '小蘭嶼']","[(121.54224333795878, 22.04384985), (121.61014869759683, 21.9496545)]","['lan_yu', 'xiao_lan_yu']"
"['埔里', '地理中心碑', '虎頭山']","[(120.9691462, 23.9666667), (120.9789133, 23.9733962), (119.6661293, 23.2511906)]","['pu_li', 'di_li_zhong_xin_bei', 'hu_tou_shan']"
"['烏來', '內洞森林遊樂區']","[(121.5512547, 24.8639758), (121.5264067, 24.8345105)]","['wu_lai', 'nei_dong_sen_lin_you_le_qu']"
